Disease: ibd
Target	TABT	% from top
IL12B	15.950812696041826	0.044958974935371473
IL12A	9.692995983095457	1.2082724513881082
ITGB7	8.141681630702351	1.9781948971563448
IL23A	16.613885247084852	0.028099359334607173
ITGA4	8.767234380684112	1.6241429695402945
TNF	7.2709541547349055	2.4502641339777456
Average % from top: 1.222322131055412

Disease: pso
Target	TABT	% from top
IL17A	8.811396597885139	0.7362032145667079
IL17F	9.631397080372334	0.47206923682140045
ITGAL	9.376329852252162	0.5676070585590649
IL17RA	11.003754929023092	0.20231538720917164
CD6	8.880882675956975	0.7137237270990222
IL12B	15.187670840075844	0.022479487467685737
IL12A	10.157618122454476	0.3652916713498932
IL23A	14.761982649009031	0.028099359334607173
TNF	6.171698042200419	2.1861301562324376
Average % from top: 0.5882132554044434

Disease: ra
Target	TABT	% from top
MS4A1	11.569883075821203	0.6013262897605935
CD80	8.041787039587888	2.0400134876924807
CD86	10.54507782632992	0.9497583455097224
IL6R	11.882863449941702	0.48892885242216483
TNF	7.487685253457921	2.3097673373047094
Average % from top: 1.2779588625379341

Disease: sle
Target	TABT	% from top
IFNAR2	19.974903301859598	0.2135551309430145
CD22	5.842516154555644	3.7540744071035177
IFNAR1	14.843115841718301	0.5451275710913792
TNFSF13B	15.798202706086649	0.41025064628526475
Average % from top: 1.2307519388557941

Average % from top for ibd,pso,ra,sle: 1.0798115469633958
